id	string
1800852	u,設.定.主.動.攻.擊.目.標.對.象.\0
1800853	u,目.標.威.脅.水.準.至.上.開.始.對.應\0
1800854	u,魔法陣正在受到威脅...守護靈啊，守護魔法陣吧...！\0
1800855	u,為了因納得立的...生命...需要完成...儀式...！\0
1800856	u,堅守...魔法陣..就算犧牲...我的生命也好...！\0
1800857	u,噗革囉伊 莫革哇納！\0
1800858	u,吶咿啞 哇嘎納革 噗塔根！\0
1800859	u,驅.動.裝.置.反.波.推.動.力.急.降.\0
1800860	u,就算身體被魔法陣...纏繞也好...我是不會...饒過你的...\0
1800861	u,巨人們啊，發現了入侵者。\0
1800862	u,真是太空虛了！但我絕不會就此罷休！\0
1800863	u,在我眼前的人！必會遭到滅亡！\0
1800864	u,睏了！不要再叫醒我！\0
1800865	u,發 現 入 侵 者\0
1800866	u,那個蠟燭將會引導札肯的位置，破壞它。\0
1800867	u,是哪個傢伙在喚醒札肯？！\0
1800868	u,竟然會在那底下找我，愚昧的傢伙們。\0
1800869	u,竟然會在那毫不相干的地方找我，愚蠢的傢伙們。\0
1800870	u,竟然會在那上面找我，一群笨瓜。\0
1800871	u,對不起，我有的就是這些..放我一馬吧！\0
1800872	u,譜古魯伊 母古哇納 吶咿啞 哇嘎納革 噗塔根！\0
1800873	u,已.攻.破.驅.動.裝.置.停.止.移.動\0
1800874	u,啊啊...再也無法...脫離...魔法陣了...\0
1800875	u,你們被發現了！\0
1800876	u,你們是誰？！\0
1800877	u,獲得了「$s1」等級「$s2」。\0
1800878	u,獲得太初的生命石\0
1800879	u,道具清單的重量/數量超過80%以上時，無法獲得太初的生命石。\0
1800880	u,你們無法脫離我的魔掌！！\0
1800881	u,在即時地區目前所剩餘的時間上，將會增加20分鐘。\0
1800882	u,快點，快點，趕快。\0
1800883	u,我不喜歡長期待在同一個地方。\0
1800884	u,這樣站著會很累的。\0
1800885	u,這次就往那邊看看吧？！\0
1800886	u,歡迎歡迎！\0
1800887	u,這就是你們能展現的所有能力？再多出點力吧！！\0
1800888	u,實力也就如此而已...真是懶得去理會。\0
1800889	u,即使死後也想把我使喚成流浪在巷口的獵狗嗎？！\0
1800890	u,中暑吧~！如果你能忍受中暑3階段的話，炎熱大師就會去對付你了？！\0
1800891	u,敬請期待~！我們的炎熱大師可是個可以忍受冷氣泡10次以上的火熱之人喔~！\0
1800892	u,如果想要擊敗炎熱大師的話，需要向冰凍博士接受預防中暑效果，並使用冷氣泡10次以上才行~！\0
1800893	u,原來在這裡啊...「$s1」，我來讓你瞧瞧火熱的滋味~！放馬過來~！！\0
1800894	u,唉呀，好冰~！這不是冷氣泡嗎？我好討厭冰涼的感覺~！\0
1800895	u,呼~！沒擊中喔~ 實力也就不過如此啊~？\0
1800896	u,我會給你我偷來的寶貴物品..所以不要再欺負我了~！\0
1800897	u,我本來打算要給你珍貴道具呢...但是道具清單的空間不足~下次再會囉~\0
1800898	u,「$s1」擊敗炎熱大師後，獲得了S84道具。\0
1800899	u,「$s1」擊敗炎熱大師後，獲得了S80道具。\0
1800900	u,我不是來找你的~！你的冷氣泡攻擊，對我是行不通的！\0
1800901	u,咦，躲到哪裡去了？沒有要對付我的人嗎？那我也很忙，我就先告辭了...\0
1800902	u,怎麼會沒反應呢？連個冷氣泡也沒有啊~！沒有冷氣泡的人，就不值得去對付了！\0
1800903	u,咦~！這是哪裡啊~ 是哪位叫我的呀~？\0
1800904	u,嘿咻~！西瓜登場啦~！\0
1800905	u,>_<...叫我了嗎...？\0
1800906	u,西瓜登場了~！現在開始會逐漸成長的！\0
1800907	u,唉喲，這是多久沒見面的人啊？\0
1800908	u,恭喜發財！夏天最棒的莫屬於西瓜呀~！\0
1800909	u,叫我啦~？！呼！想說會有什麼好東西嗎~？\0
1800910	u,想看我美麗的姿態嗎~？\0
1800911	u,呼呼呼！我們一起來吧~！\0
1800912	u,好好栽培的話，會是個大西瓜~ 否則會是個大爛瓜~！\0
1800913	u,嘿咻~ 變~ 身~ 了~！\0
1800914	u,您猜我是優良西瓜？還是不良西瓜？\0
1800915	u,剛剛！長大囉~！全都放馬過來！\0
1800916	u,要變大~ 還是要變強~？！說出您的願望吧~~！\0
1800917	u,期盼爛西瓜！...不過，已經成熟了耶？\0
1800918	u,期盼大西瓜！...好好打開看看吧！\0
1800919	u,已經成熟了~！我要逃走囉~^^\0
1800920	u,放我走的話，我會給您一千萬金幣的！\0
1800921	u,那麼~！您覺得我裡面裝著什麼？？\0
1800922	u,很好~ 很好~ 做得~ 很好。接下來知道要做什麼了吧？\0
1800923	u,喂！用點心做！都流出來了嘛！竟然把這麼珍貴的...\0
1800924	u,啊~ 真舒服！再~澆澆看~！\0
1800925	u,咕嚕咕嚕~ 很好！還有沒有啊？\0
1800926	u,瞄準都不會嗎？當過兵沒有啊~？\0
1800927	u,這是不是摻水啦~？味道怎麼會這樣呢~？\0
1800928	u,噢！很好~ 繼續，真舒服~\0
1800929	u,呵呵！不是那裡~ 是這裡啦~ 這裡！嫌我小，澆水澆不準啊？\0
1800930	u,呃，呸呸！這是什麼~？！這確實是神酒嗎？\0
1800931	u,好好栽培~！只要餵滿五瓶的話，就會成為大西瓜了~！\0
1800932	u,果然~！神酒中最好的果然是西瓜神酒！哈哈哈~！\0
1800933	u,呀！很好~ >_< 請輕輕地拍打我~\0
1800934	u,哇！竟然現在給我亂打？給我神酒啦~\0
1800935	u,喂~！！這樣是會被打壞的~！\0
1800936	u,您這是！還沒栽培就想吃啦？好吧~ 隨便好了~ 不給我神酒的話，我就會討厭您喔！\0
1800937	u,再打呀！再打呀！\0
1800938	u,這樣是會枯死的~ 我可不管喔~！\0
1800939	u,喂~ 如果我就這麼枯死了，那就得不到寶物囉！神酒有那麼珍貴嗎？\0
1800940	u,再接再厲！！！加油啊~！\0
1800941	u,救救我吧~ 連一滴神酒都沒嚐過就要死啦~~！\0
1800942	u,如果我就這麼死了，那就會成爛西瓜了~！\0
1800943	u,開始有精神了~？！再等30秒，就可以開溜了~ 呼呼！\0
1800944	u,20秒後，就要說拜拜了~！\0
1800945	u,哈哈，就剩10秒了~！9...8...7...！\0
1800946	u,要是不給神酒的話，2分鐘後就會跑掉囉~！\0
1800947	u,要是不給神酒的話，1分鐘後就說拜拜囉~！\0
1800948	u,我要走了~！那麼，保重啊~！\0
1800949	u,很可惜，但我這個大西瓜就先告辭了~！\0
1800950	u,為時已晚~！大家好好玩吧~！\0
1800951	u,噹噹噹噹~ 結束了。收起所有武器，挑戰下個機會吧~！\0
1800952	u,真可惜~！辛苦栽培了，呿~！T.T\0
1800953	u,喔~ 聲音不錯喔？！\0
1800954	u,樂器不錯，但沒有歌曲耶。要我來唱一首嗎？\0
1800955	u,真棒的音樂！\0
1800956	u,感覺真好~ 繼續敲敲看！\0
1800957	u,克魯諾的旋律真令人傾心！\0
1800958	u,好好配配音~！那邊那個大叔~ 您錯了！\0
1800959	u,非常好~！\0
1800960	u,啊啊~~ 身子就要敞開了！\0
1800961	u,哦，這合音！真是美呆了！再敲敲看！\0
1800962	u,就是這個！這就是我要的旋律！您想不想當歌星啊？\0
1800963	u,再怎麼敲這玩意兒，也得不到好東西的啦~！\0
1800964	u,很痛耶！求你只用樂器來敲打！\0
1800965	u,只有好音樂才能敞開我的身子！\0
1800966	u,這個不對，不是有那個嗎？就是拿來當每一章紀念品的，就用那個敲吧！\0
1800967	u,為何~ 沒有音樂？好無聊喔...我要走囉~\0
1800968	u,不是這種刺耳的噪音~！用美妙的旋律啦！\0
1800969	u,這個大西瓜只能用音樂才打得開~ 用武器是不行的~！\0
1800970	u,用樂器敲啦~！就跟你說不是這個，用樂器敲啦~！\0
1800971	u,很有實力哦！但這全都是白費工夫~！\0
1800972	u,那是到野外狩獵怪物時使用的嗎？！我要的是克魯諾~！\0
1800973	u,各位，西瓜要爆開啦！！！\0
1800974	u,我看您是會收到爛西瓜了~！\0
1800975	u,從裡面應該只會爆出些妖怪吧（？）！\0
1800976	u,大西瓜！！恭喜發財！！\0
1800977	u,別把我的死訊流傳於外~\0
1800978	u,呃啊~ 有紅色的水在流呢！\0
1800979	u,這些是全部嗎？\0
1800980	u,呃啊啊啊！！！真讓我氣憤...！！\0
1800981	u,各位~ 這裡的西瓜要爆開啦！！有寶物掉下來哦！\0
1800982	u,哎喲！爆開啦！裡面的東西嘩啦嘩啦~\0
1800983	u,呵呵呵~ 敲好一點啦！\0
1800984	u,哇！！您真是一位具有實力的人啊~？！\0
1800985	u,繼續敲啊！繼續！繼續！繼續！\0
1800986	u,我是要受打擊才能成長的！\0
1800987	u,加油啊~ 沒時間了~\0
1800988	u,才這麼點力就以為我會爆開嗎~？\0
1800989	u,不錯的攻擊~ 還算能打死隻蒼蠅~\0
1800990	u,那裡那裡！右邊一點~！啊~ 好舒服。\0
1800991	u,那也能算是敲打嗎？找個更有實力的朋友來吧！\0
1800992	u,不用去想！只管打！打吧！\0
1800993	u,需要神酒~ 西瓜神酒！\0
1800994	u,只有喝神酒，我才能長大哦~\0
1800995	u,來，趕快栽培看看吧！養得好就變大西瓜，否則就變爛西瓜~！\0
1800996	u,給我一點神酒吧~ 肚子好餓~\0
1800997	u,請趕快拿神酒給我吧...！而不是啤酒~...（抱歉！）\0
1800998	u,若拿神酒來的話，喝了之後，我就為您快速成長！\0
1800999	u,這樣的小西瓜也要吃？給我點神酒吧，我可以長更大的~！\0
1801000	u,嘻嘻嘻嘻，養好了就會發財~ 養不好的話（？）也不關我的事喔~\0
1801001	u,想要大西瓜嗎？可我喜歡的是爛西瓜~\0
1801002	u,相信我，儘管將神酒澆上！！我會讓您發大財的~！\0
1801003	u,巴列斯果然恢復了所有的魔力..而留在此地的只不過是他的痕跡..\0
1801004	u,指揮頻道主人「$s1」，撿取了巴列斯戒指。\0
1801005	u,既然你會召喚我，看來你是信心十足囉？來，接招！傑克遊戲！\0
1801006	u,您好。來玩一場美好的傑克遊戲吧。\0
1801007	u,開始！來吧，拿出你選的卡片！\0
1801008	u,開始了！請拿出您所選擇的卡片！\0
1801009	u,我來出個腐爛的南瓜卡片吧！\0
1801010	u,我要出腐爛的南瓜卡片喔！\0
1801011	u,我來出個萬聖夜南瓜卡片吧？！\0
1801012	u,我要出萬聖夜南瓜卡片喔！\0
1801013	u,這是我最珍惜的夢幻巧克力香蕉終極口味糖果喔！！！下一盤我一定要贏！！\0
1801014	u,這是我最珍惜的糖果..但我會很樂意的給您~！\0
1801015	u,既然拿下了5連勝..我就給你玩具箱吧。\0
1801016	u,既然拿下了5連勝..我就給您玩具箱好了。\0
1801017	u,該不會是在偷看我的卡片吧？這次我來賭個萬聖夜變身魔杖。\0
1801018	u,我的好勝心變強了。下次贏的話，我就送您萬聖夜變身魔杖。\0
1801019	u,有這般實力的話，加入地下世界的職業聯盟也不遜色喔！\0
1801020	u,職業選手也很難做到這樣..您真了不起。\0
1801021	u,真猜不透到底誰是怪物呢！這次我就來賭個我所珍惜的變身卷軸箱吧。\0
1801022	u,我又輸了，不過這次我一定不會輸，我要賭下我的變身卷軸箱。\0
1801023	u,又輸了！哼，下次我可要賭個了不起的禮物！值得你期待喔！\0
1801024	u,您太厲害了。下次我會給您一個了不起的禮物！敬請期待。\0
1801025	u,我的自尊心已無法容忍你的勝利了！\0
1801026	u,要是再輸了，我就真沒面子了...\0
1801027	u,你叫什麼名字？我得好好記下來！\0
1801028	u,世上的人真會玩遊戲耶。\0
1801029	u,你在地下世界玩過很多次吧？？？？\0
1801030	u,我第一次見到這麼會玩的人。\0
1801031	u,竟然會連勝13次，今天運氣真好啊？！\0
1801032	u,沒想到會連勝13次耶。\0
1801033	u,這是我一生中所看過的最高紀錄！下次我會給你我的寶物-萬聖夜南瓜帽！\0
1801034	u,連職業選手都無法達成的14連勝...！下次我會給您我的寶物-萬聖夜南瓜帽。\0
1801035	u,我玩不下去了！我投降！在我這583年的人生裡，我肯定你是最棒的！\0
1801036	u,繼續玩下去也毫無意義，您是我畢生最棒的對手。\0
1801037	u,這次我贏了..！真好玩。\0
1801038	u,這次我贏了..！玩得很愉快。\0
1801039	u,果然地上的人非常有趣..！那麼下次見了！\0
1801040	u,請您下次再找我玩，我想再和您玩一次。\0
1801041	u,還想繼續玩遊戲嗎？禮物已經沒有了，不過我可以給你糖果！\0
1801042	u,您會繼續玩遊戲吧？雖然禮物已經沒有了，但如果贏我的話，我就送您糖果！\0
1801043	u,...你是最棒的，尤其是在我見過的傑克遊戲的玩家中..我要棄權了！\0
1801044	u,哇啊啊啊，太酷了，真的。我從沒見過像您這麼厲害的人。現在..我可不行了。\0
1801045	u,「$s1」在傑克遊戲拿下了「$s2」連勝。\0
1801046	u,恭喜！「$s1」在傑克遊戲拿下了「$s2」連勝。\0
1801047	u,恭喜您拿下傑克遊戲第一名！\0
1801048	u,您好~！我是貝爾丹蒂。恭喜您拿下了傑克遊戲第一名...到村莊尋找我弟弟斯庫迪的話，就能得到讓您驚喜的禮物喔！我們再來玩傑克遊戲吧！\0
1801049	u,哼，看來你是第一次玩傑克遊戲啊，你沒按時出卡片嘛~！唉呀呀。\0
1801050	u,啊，看來您還不太清楚傑克遊戲喔？您沒有按時出卡片耶..\0
1801051	u,在我頭頂上方的計時條消失之前，必須要使用面具上的卡片技能才行。\0
1801052	u,在我頭頂上方的計時條消失之前，必須要使用面具上的卡片技能才行。\0
1801053	u,如果拿出相同的卡片的話，就是你贏。拿出不同的卡片則算我贏。了解嗎？那麼再來一場吧！\0
1801054	u,如果取出與我相同的卡片就表示您獲勝，如果卡片不同的話，就是我的勝利。那我重新開始囉~\0
1801055	u,咦！你沒出卡片啊？在計時條消失之前，必須要使用卡片技能才行。嘖，那我走囉。\0
1801056	u,啊啊，您沒出卡片啊..您得按時使用卡片技能啊..真可惜..那我先告辭了~\0
1801057	u,跟我一起來學習傑克遊戲吧~！你可以跟我玩3次。\0
1801058	u,開始囉！先取出你想要出的卡片吧！卡片技能就在面具上。\0
1801059	u,你出的卡片與我相同，所以你贏了。\0
1801060	u,你出的卡片與我不同，所以你輸了。\0
1801061	u,這是練習，所以就算贏了也不會有糖果的~\0
1801062	u,真可惜，我們再來練習一次。\0
1801063	u,必須按時取出卡片才行。在我頭頂上方的計時條消失之前，使用你所喜歡的卡片技能吧！\0
1801064	u,在傑克南瓜面具上有卡片技能吧？使用那個就可以了。\0
1801065	u,如果出的卡片與我相同，就是你贏， 而卡片不同就表示我贏。再來一次喔~\0
1801066	u,這次也沒出卡片啊？我們下次再玩吧。那我先走囉~\0
1801067	u,現在對傑克遊戲有點了解了嗎？真的遊戲要去找兀兒德、貝爾丹蒂姊姊們玩，那麼下次再會！\0
1801068	u,哈哈哈哈。\0
1801069	u,你在看哪裡？\0
1801070	u,我在這裡呢！\0
1801071	u,在近距離的集中攻擊妨礙著巴拉卡斯的集中力！\\n持續的話，可以獲得有利的機會！\0
1801072	u,某個勇士的一擊穿過巴拉卡斯深厚的鱗片造成了極大的傷害！\\n巴拉卡斯的物理防禦力大幅降低！\0
1801073	u,因近距離的集中攻擊而受驚的巴拉卡斯忘卻了憤怒而開始變得散漫！\0
1801074	u,在遠距離的集中攻擊正在激發巴拉卡斯的脾氣！\\n持續的話，或許會陷入危險的狀況！\0
1801075	u,持續受到卑鄙的反擊後，巴拉卡斯的憤怒達到了極點！\\n巴拉卡斯的物理攻擊力大幅增加！\0
1801076	u,因遠距離的集中攻擊而憤怒的巴拉卡斯開始集中目標且攻擊得更加緊迫！\0
1801077	u,坦塔族啊，聽好了！我已歸來！黑暗深淵的預言者--幽谷勒斯與我們同在，所以不要感到恐懼！\0
1801078	u,歡迎你，「$s1」！，我來看看是不是個適合獻給黑暗深淵的祭物！\0
1801079	u,不是個很好應付的對象！但我這裡有黑暗深淵所賜的聖藥--深淵草！讓我瞧瞧...\0
1801080	u,哈哈哈哈！縈繞口中的這股麻麻的味道！黑暗深淵所賜的力量使我起死回生啊！\0
1801081	u,不行！你竟然浪費我的深淵草...你知道你現在幹的是什麼好事嗎？！\0
1801082	u,這種沒力氣的傢伙不值得獻為祭物...可不能就這麼獻給黑暗深淵啊！\0
1801083	u,坦塔族啊，聽好了！黑暗深淵正陷於飢餓中！去找個新鮮的祭物獻上來吧！\0
1801084	u,啊...竟然我會敗北...黑暗深淵啊，請接納我吧...\0
1801085	u,破壞警報裝置，排除入侵者。\0
1801086	u,第1階段開始。\0
1801087	u,第2階段開始。\0
1801088	u,第3階段開始。\0
1801089	u,第4階段開始。\0
1801090	u,距離下一個戰鬥的剩餘時間。\0
1801091	u,猛獸已吃過飼料，但不知是否已經飽了，沒有做出任何反應。\0
1801092	u,猛獸不吃飼料，反而吐了出來。\0
1801093	u,猛獸拒絕吃下飼料，將要攻擊你！\0
1801094	u,金色香料不足，因此「$s1」要離開您。\0
1801095	u,水晶香料不足，因此「$s1」要離開您。\0
1801096	u,「$s1」，願神的保佑與您同在！\0
1801097	u,芙蕾雅開始行動了。\0
1801098	u,竟然...會在這種地方...倒下...\0
1801099	u,現在總算可以鬆口氣了。您是，嗯...我應該能猜得出來是誰派您來的了...\0
1801100	u,均衡的「$s1」\0
1801101	u,敏捷的「$s1」\0
1801102	u,祝福的「$s1」\0
1801103	u,銳利的「$s1」\0
1801104	u,有用的「$s1」\0
1801105	u,兇暴的「$s1」\0
1801106	u,高山笑翠鳥\0
1801107	u,高山老虎\0
1801108	u,高山野牛\0
1801109	u,高山格蘭帝爾\0
1801110	u,戰鬥結束限制時間\0
1801111	u,不知從何處感覺到了強大的魔力！！\0
1801112	u,竟敢攻擊我的訓練兵們！！\0
1801113	u,是誰在擾亂秩序啊？！！\0
1801114	u,教官已死亡！\0
1801115	u,整隊！！\0
1801116	u,飯來了。\0
1801117	u,趕快過來吃飯。\0
1801118	u,哇，好好吃的樣子。\0
1801119	u,去吃飯吧。\0
1801120	u,冰宮啊，將您的氣息吹向入侵者吧！\0
1801121	u,我的騎士啊，展現你們的忠誠吧！！\0
1801122	u,忍無可忍了！！！\0
1801123	u,冰宮啊，請回應我的呼喊吧！\0
1801124	u,感覺到了空間正在逐漸搖動。\0
1801125	u,無法再袖手旁觀了。\0
1801126	u,塔克拉甘匯集自己的力量後，開始出動攻擊。\0
1801127	u,塔克拉甘接受柯克拉闊的力量後，開始逐漸弱化。\0
1801128	u,感覺到了柯克拉闊的力量環繞在四周。\0
1801129	u,塔克拉甘正準備隱藏自己。\0
1801130	u,塔克拉甘留下咆哮聲後，正準備消失於空虛的空間。\0
1801131	u,土倫巴開始行動了。\0
1801132	u,從土倫巴堅硬的皮膚上感覺到了反應。\0
1801133	u,在土倫巴堅硬的皮膚上留下了痕跡。\0
1801134	u,土倫巴眼神中的光彩逐漸變得微弱。\0
1801135	u,土倫巴的左腿遭受傷害。\0
1801136	u,土倫巴的右腿遭受傷害。\0
1801137	u,土倫巴的左臂遭受傷害。\0
1801138	u,土倫巴的右臂遭受傷害。\0
1801139	u,在土倫巴堅硬的皮膚上留下了重重的傷痕。\0
1801140	u,土倫巴眼神中的光彩正在逐漸消失。\0
1801141	u,土倫巴正準備隱藏自己。\0
1801142	u,土倫巴正準備消失於自己的空間。\0
1801143	u,土倫巴正準備消失於歪曲的空間。\0
1801144	u,多帕建開始行動了。\0
1801145	u,感覺到了雷提里闊的氣息正在凝聚。\0
1801146	u,多帕建感覺到了異常的徵兆後，正準備隱藏自己。\0
1801147	u,多帕建正準備隱藏自己。\0
1801148	u,多帕建正準備消失於歪曲的空間。\0
1801149	u,馬奎安出現！！！\0
1801150	u,收集了足夠的馬奎安血漿 - 比斯塔闊。\0
1801151	u,收集了足夠的馬奎安血漿 - 柯克拉闊。\0
1801152	u,收集了足夠的馬奎安血漿 - 雷提里闊。\0
1801153	u,裝滿在吸收器內的各個血漿相互協調地融合在一起。\0
1801154	u,血漿吸收器已飽滿，但各個血漿卻引起了衝突而爆炸，準備要消失。\0
1801155	u,真了不起耶？！「$s1」竟然拿走了100個靈魂石碎片呢。簡直就是個騙子嘛。\0
1801156	u,咦？喂，「$s1 」你有給什麼嗎？只給1個應該算不了什麼吧。哈哈。\0
1801157	u,「$s1」抽到了「$s2」個的耶，運氣真好~ 不錯耶~ \0
1801158	u,總比失去全部好多了，不是嗎？難道心情會更差？\0
1801159	u,呵~ 真是的！「$s1」運氣真不好。還是祈禱看看吧。\0
1801160	u,啊...慘了..怎麼會有那種傢伙啊？混帳...給你，「$s1」你這傢伙，趕快拿走後給我消失。\0
1801161	u,想要發大財就要積少成多。收下吧，小財~ \0
1801162	u,這些應該就夠了吧？不夠？不過你可別哭啊~ \0
1801163	u,來~ 接下來是誰？人生苦短，活著全靠運氣，還能有什麼？過來看一眼吧。\0
1801164	u,有沒有人想要再來試試？別害怕~ 怕誰會吃了你不成？哈哈~！\0
1801165	u,實際上也有人從我這裡拿走一萬個呢。誰說勇士只需要強悍的戰鬥力？要樣樣具全才行啊。\0
1801166	u,來~ 幸運主角？就是你？哈哈~！不管是誰，來不來是你的自由。\0
1801167	u,即使在戰場上也好，賭注和討價還價是必需的，再加上這上面是很安全的。\0
1801168	u,喀呃！\0
1801169	u,喂，還沒好嗎？\0
1801170	u,艾爾米安將軍，他安然無恙嗎？就連我自己也都無法相信可以在此地存活下來...\0
1801171	u,不知道我跟隨你們多久了...時間好像停止了一般...感覺時間好長啊...\0
1801172	u,以我的立場要說出這樣的話，實在是覺得不好意思...不過剛才我被你們毆打的地方，疼得讓我難以忍受...\0
1801173	u,呃呃...對不起...我看這就是我的極限了...本來我是想要活著見到我的家人的...\0
1801174	u,在哪裡？我看不到。\0
1801175	u,到底在哪裡？這樣我是追趕不上的。\0
1801176	u,對不起...我看這就是我的極限了...\0
1801177	u,嗚嗚~ 沒想到能活著見到艾爾米安將軍呢...那麼現在我能回到家人的身邊嗎？\0
1801178	u,這是什麼感覺？火熱火熱~！感覺到元氣在恢復了~！\0
1801179	u,感覺身體變輕了~ 這感覺！！！好熟悉啊！\0
1801180	u,哇嗚~感覺到疲勞全部~都飛走了。\0
1801181	u,哇~ 不祥的氣息在消失呢~！\0
1801182	u,感覺身體輕的像羽毛一般喔~\0
1801183	u,竟然能夠如此迅速地恢復疲勞，「$s1」真是太感謝您了~\0
1801184	u,真舒服！難道您就是按摩的達人，內傷「$s1」大師？！\0
1801185	u,真了不起，往後按摩的歷史將會以「$s1」來劃分前後！\0
1801186	u,哇~這可真是靈藥啊~~！\0
1801187	u,食慾很旺盛耶，去吃點草好了。\0
1801188	u,謝謝，謝謝~\0
1801189	u,感覺到一種足以讓人失去意識般的強悍魔力！！！\0
1801190	u,就算你們一直帶來這些人類的禮物也好，但這些對我來說都只不過是個麻煩罷了...\0
1801191	u,面臨這種情況時，真不知道該做出什麼樣的表情才好。難道人類的感情就是這種感覺？\0
1801192	u,感謝...這種感覺，對我來說是個很久以前的記憶...\0
1801193	u,真令人懷念啊...如同過去也曾體驗過這種感覺似的...\0
1801194	u,我是冰雪女王 芙蕾雅...這種心情與感覺都只不過是梅麗莎曾經擁有的部分記憶罷了。\0
1801195	u,「$s1」啊...就把它當作禮物帶回去吧。不要覺得奇怪，這都是我的善變在做怪罷了...\0
1801196	u,原來他人的善意並不是個討厭的感覺...「$s1」啊，看在誠意上，我就收下這個禮物好了。\0
1801197	u,剩餘「$s1 $s2 $s3」分！\0
11001	u,前往原始之島\0
11002	u,前往原始之島﹝進行中﹞\0
11003	u,前往原始之島﹝結束﹞\0
11004	u,前往原始之島\0
11101	u,耶爾可羅獵人的證據\0
11102	u,耶爾可羅獵人的證據﹝進行中﹞\0
11103	u,耶爾可羅獵人的證據﹝結束﹞\0
11104	u,耶爾可羅獵人的證據\0
12401	u,與耶爾可羅的相遇\0
12402	u,與耶爾可羅的相遇﹝進行中﹞\0
12403	u,與耶爾可羅的相遇﹝結束﹞\0
12404	u,與耶爾可羅的相遇\0
12501	u,凶神之名為 第一部\0
12502	u,凶神之名為 第一部﹝進行中﹞\0
12503	u,凶神之名為 第一部﹝結束﹞\0
12504	u,凶神之名為 第一部\0
12601	u,凶神之名為 第二部\0
12602	u,凶神之名為 第二部﹝進行中﹞\0
12603	u,凶神之名為 第二部﹝結束﹞\0
12604	u,凶神之名為 第二部\0
51001	u,血盟，發揚光大\0
51002	u,血盟，發揚光大﹝進行中﹞\0
51004	u,血盟，發揚光大\0
64101	u,向賽爾蘭進攻！\0
64102	u,向賽爾蘭進攻！﹝進行中﹞\0
64104	u,向賽爾蘭進攻！\0
64201	u,有關太古強力生物的研究\0
64202	u,有關太古強力生物的研究﹝進行中﹞\0
64204	u,有關太古強悍生物的研究 \0
64301	u,耶爾可羅一族的興盛衰亡\0
64302	u,耶爾可羅一族的興盛衰亡﹝進行中﹞\0
64304	u,耶爾可羅一族的興盛衰亡\0
66201	u,來玩撲克牌遊戲\0
66202	u,來玩撲克牌遊戲﹝進行中﹞\0
66204	u,來玩撲克牌遊戲\0
66301	u,誘惑的耳語\0
66302	u,誘惑的耳語﹝進行中﹞\0
66304	u,誘惑的耳語\0
68801	u,擊退耶爾可羅襲擊隊吧！\0
68802	u,擊退耶爾可羅襲擊隊吧！﹝進行中﹞\0
68804	u,擊退耶爾可羅襲擊隊吧！\0
66300	u,沒有卡片\0
66311	u,<font color="ff453d">日之卡：1</font>\0
66312	u,<font color="ff453d">日之卡：2</font>\0
66313	u,<font color="ff453d">日之卡：3</font>\0
66314	u,<font color="ff453d">日之卡：4</font>\0
66315	u,<font color="ff453d">日之卡：5</font>\0
66321	u,<font color="fff802">月之卡：1 </font>\0
66322	u,<font color="fff802">月之卡：2 </font>\0
66323	u,<font color="fff802">月之卡：3 </font>\0
66324	u,<font color="fff802">月之卡：4 </font>\0
66325	u,<font color="fff802">月之卡：5 </font>\0
35051	u,「$s1」獲得了階段「$s2」的藍色搜魂石。\0
35052	u,「$s1」獲得了階段「$s2」的紅色搜魂石。\0
35053	u,「$s1」獲得了階段「$s2」的綠色搜魂石。\0
35054	u,「$s1」，得到了第「$s2」階段的受詛咒的藍色搜魂石。\0
35055	u,「$s1」，得到了第「$s2」階段的受詛咒的紅色搜魂石。\0
35056	u,「$s1」，得到了第「$s2」階段的受詛咒的綠色搜魂石。\0
12701	u,開啟未來之名，闇天使\0
12702	u,開啟未來之名，闇天使﹝進行中﹞\0
12703	u,開啟未來之名，闇天使﹝結束﹞\0
1600001	u,正對其他玩家施展輔助魔法中，請稍後再試。\0
1600002	u,處於變身狀態時無法騎乘。\0
1600003	u,處於戰鬥狀態或騎乘座龍時，無法騎乘飛龍。\0
1600004	u,哼..討厭..\0
1600005	u,下次再見囉~\0
1600006	u,真是卓越的選擇。\0
1600007	u,完成品在我的肚子裡蠢蠢欲動呢~\0
1600008	u,您沒看到那爆發的煙火嗎？！\0
1600009	u,我沒什麼特別的。\0
1600010	u,我才是貨真價實的啦。\0
1600011	u,處於戰鬥狀態或騎乘座龍時，無法騎乘飛龍。\0
1600012	u,傳送至當初所出發的村莊是免費服務的。\0
1600013	u,收集寶袋碎片50個回來就會交換寶袋給您。\0
1600014	u,變身為兔子後才能尋找箱子。\0
1600015	u,兔子變身效果極短，因此建議前往想要變身的地方之後再使用卷軸。\0
1600016	u,夢幻島內的所有區域都是安全區域。\0
1600017	u,免費提供傳送到夢幻島的服務喔~\0
1600018	u,兔子變身卷軸在每12小時只能購買一次。\0
1600019	u,您是利用其他方法來的啊。那我將您傳送到最鄰近的村莊-魯因城鎮吧。\0
1600020	u,畏縮\0
1600021	u,凹凸不平\0
1600022	u,您一定會後悔的。\0
1600023	u,呵呵呵...你有勇氣想要試試自己的運氣嗎？\0
1600024	u,你~ 不想拿到S80武器嗎？\0
6201	u,成為裝甲突擊兵之路\0
6202	u,成為裝甲突擊兵之路﹝進行中﹞\0
6203	u,成為裝甲突擊兵之路﹝結束﹞\0
