id	hunting_type	level	unk_1	loc_x	loc_y	loc_z	extra	affiliated_area_id	name
249	1	13	0	-116114.00000000	87005.00000000	-3544.00000000	u,傳說在過去由一群強悍的敵人入侵英魂之島時，此地出現了一位英雄，而且他用他的黃金盾牌抵擋了敵群。\0	97	u,黃金丘陵\0
250	3	0	0	16732.00000000	188294.00000000	-2760.00000000	a,	1	u,蜂窩要塞\0
251	3	0	0	5317.00000000	149746.00000000	-2728.00000000	a,	1	u,芙羅蘭邊境要塞\0
252	3	0	0	60342.00000000	139723.00000000	-1592.00000000	a,	1	u,塔諾邊境要塞\0
253	3	0	0	126082.00000000	123622.00000000	-2424.00000000	a,	16	u,峽谷要塞\0
254	3	0	0	-53034.00000000	156482.00000000	-1896.00000000	a,	30	u,野營要塞\0
255	3	0	0	-22429.00000000	219895.00000000	-3072.00000000	a,	30	u,古魯丁南部要塞\0
256	3	0	0	72606.00000000	4413.00000000	-2888.00000000	a,	67	u,象牙塔要塞\0
257	3	0	0	-53234.00000000	91513.00000000	-2664.00000000	a,	67	u,薄霧山脈邊境要塞\0
258	3	0	0	11535.00000000	95277.00000000	-3264.00000000	a,	67	u,巨龍士伯吟邊境要塞\0
259	3	0	0	79503.00000000	91179.00000000	-2720.00000000	a,	67	u,地龍的邊境要塞\0
260	3	0	0	111368.00000000	-14851.00000000	-832.00000000	a,	67	u,西部國境邊境要塞\0
261	3	0	0	154613.00000000	55391.00000000	-3096.00000000	a,	97	u,湖泊要塞\0
262	3	0	0	189828.00000000	40014.00000000	-3248.00000000	a,	97	u,盆地要塞\0
263	3	0	0	125250.00000000	95423.00000000	-1976.00000000	a,	97	u,獵人的邊境要塞\0
264	3	0	0	118659.00000000	205047.00000000	-3176.00000000	a,	121	u,白沙灘要塞\0
265	3	0	0	72959.00000000	186218.00000000	-2424.00000000	a,	121	u,平原邊境要塞\0
266	3	0	0	109203.00000000	-141149.00000000	-2800.00000000	a,	138	u,遺蹟要塞\0
267	3	0	0	158920.00000000	-70150.00000000	-2704.00000000	a,	180	u,前哨基地要塞\0
268	3	0	0	100429.00000000	-55316.00000000	-488.00000000	a,	180	u,死靈的邊境要塞\0
269	3	0	0	69955.00000000	-61163.00000000	-2624.00000000	a,	200	u,沼澤要塞\0
270	3	0	0	72269.00000000	-94495.00000000	-1264.00000000	a,	200	u,聖者邊境要塞\0
271	2	81	0	19714.00000000	243420.00000000	-205.00000000	u,巴列斯的右手-惡魔騎士 達里昂所統治的村莊，也被稱為巴列斯要塞，或鋼鐵之城-亞特修塔爾。此地保有著可將從整座島嶼上所吸收的自然能力轉換為魔法力量的裝置-「奈雅的心臟（奈亞核心）」。\0	30	u,鋼鐵之城\0
272	1	83	0	27491.00000000	247340.00000000	-3256.00000000	u,經由巴列斯研究，且由托里士所製造的魔物之生產區。若想進入那個地方的話，需要用到鑰匙。\0	30	u,魔物工廠\0
273	1	83	0	-23517.00000000	244622.00000000	-3136.00000000	u,為了吸收島嶼上的自然能力，經由巴列斯所建造的魔法陣。為了阻擋破壞魔法陣的人，巴列斯的部下們正在看守魔法陣。\0	30	u,魔法陣\0
274	7	0	0	-20181.00000000	250693.00000000	-3248.00000000	u,在島嶼中央的綠洲。以前曾是富饒的地帶，但如今卻只剩下幾乎乾枯的綠洲和荒廢的村莊。\0	30	u,蜃氣綠洲\0
275	1	81	0	-26781.00000000	255525.00000000	-1952.00000000	u,本來是一個專屬島嶼居民的神殿村莊，但自從被巴列斯佔據之後，一切都遭到破壞，唯有未被超渡的神官之幽靈漂泊於此地。\0	30	u,舊神殿痕跡\0
276	1	81	0	-16989.00000000	253858.00000000	-3360.00000000	u,隨著島嶼荒廢之後，此地受到了最大的影響，導致變為一個萬物無法生存的荒蕪之地。但不知從何時起，此地開始棲息著一群怪異的怪物之後，變成了一個毫無人煙之地。\0	30	u,沙暴丘陵\0
277	7	0	0	-4745.00000000	255654.00000000	-3128.00000000	u,與巴列斯和地獄邊界居民兩者之間皆進行交易的中立商人集團-商隊的居處。若與商隊建立信賴的話，也能從商隊手中獲得利益。\0	30	u,商隊驛站\0
278	1	81	0	-6295.00000000	242330.00000000	-2048.00000000	u,生產地獄邊界獨特且稀有礦物的石礦場。此地由巴列斯的手下們在佔據當中，而且靠由地獄邊界原住民們的勞動力在採集礦物。\0	30	u,地獄邊界石礦場\0
279	1	81	0	3288.00000000	236080.00000000	-3400.00000000	u,巴列斯進行實驗的地區。棲息著一群經由實驗而誕生出來的古怪的生物。\0	30	u,殤之大地\0
280	1	81	0	3636.00000000	243372.00000000	-2000.00000000	u,鋼鐵之城的外圍地區。與主城的外部不同，此地看似富庶。\0	30	u,鋼鐵之城外城\0
282	2	83	0	16882.00000000	238952.00000000	9776.00000000	u,鋼鐵之城的第一座塔。研究空間與次元移動的巴列斯的實驗舞台。\0	30	u,空間之塔\0
283	2	83	0	20886.00000000	244088.00000000	11062.00000000	u,鋼鐵之城的第二座塔。設計出鋼鐵之城的矮人-托里士的居處。\0	30	u,托里士的工作所\0
284	2	83	0	16798.00000000	244263.00000000	11616.00000000	u,鋼鐵之城的第三座塔。能夠引導出地獄邊界之島所有魔力的奈亞核心之所在點。\0	30	u,奈雅之塔\0
285	0	0	0	0.00000000	0.00000000	0.00000000	u,格勒西亞的路姆瓦沙領地。受到席琳的攻擊而被驅逐的柯塞勒斯，建立最後一個要塞的地方。\0	285	u,路姆瓦沙領地\0
286	7	0	0	0.00000000	0.00000000	0.00000000	u,被席琳的祭司們驅逐的柯塞勒斯，在亞丁冒險家們的協助之下建立起來的聯合基地。\0	285	u,柯塞勒斯同盟聯合基地\0
287	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,席琳的寺院\0
288	7	0	0	0.00000000	0.00000000	0.00000000	u,由於闇龍-斯凱魯斯之鱗而遭到死亡的龍之魂聚集後建造起來巨大的要塞。由君主 蒂雅特率領著龍馬軍和龍族。\0	285	u,破滅之種\0
289	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,秘密的降落場\0
290	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,破滅的入口\0
291	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,中央廣場\0
292	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,斥候迴廊\0
293	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,破滅要塞\0
294	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,真龍王座\0
295	7	0	0	0.00000000	0.00000000	0.00000000	u,由不死君主所統治的死亡之地。在席琳的其中一個女兒-伊卡德娜的分身-伊卡姆士的統治下，有一群不滅的不死生物在此地活動。\0	285	u,不滅之種\0
296	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,死亡關口\0
297	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,苦痛棺室\0
298	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,侵蝕棺室\0
299	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,不滅的心臟部\0
300	7	0	0	0.00000000	0.00000000	0.00000000	a,	285	u,裂縫\0
301	7	0	0	0.00000000	0.00000000	0.00000000	a,	179	u,夢幻結界\0
302	0	0	0	0.00000000	0.00000000	0.00000000	u,此地曾是由柯塞勒斯引起叛亂後占據為根據地的地方，如今卻受到斯凱魯斯和殄滅之種的影響，已變為廢墟。\0	302	u,卡地普領地\0
303	7	0	0	0.00000000	0.00000000	0.00000000	u,在種子內創造出多數的種族，並君臨其上的創造主-伊絲蒂娜的要塞。相互間處於敵對關係的比斯塔闊、柯克拉闊、雷提里闊這3個種族群集在這個複雜的要塞各地。\0	302	u,殄滅之種　\0
304	0	0	0	0.00000000	0.00000000	0.00000000	u,殷海薩挑選出自己所喜愛的種族後為他們而建造的地方，隸屬於光之精靈界。受到藉由席琳而清醒的腐蝕的黑暗之影響後，物質界和光之精靈界之間產生了裂痕，因此它的存在才會逐漸被揭曉。\0	304	u,瑪格門\0
305	3	0	0	207106.00000000	87611.00000000	-1104.00000000	u,在瑪格門內的貓族村莊。目前此地聚集著為了查明傳遍物質界的「災殃的根源」，以拯救世界樹的精靈，和想要掌握新世界初期商權的矮人。\0	304	u,古都 亞爾康\0
306	1	90	0	215392.00000000	80049.00000000	816.00000000	u,與妖精王 艾貝里烏斯成為敵對關係的奇梅里安，率領了跟隨他的少數妖精們後定居的地方。但是現在卻受到藉由席琳而清醒的腐蝕的黑暗之影響，包括奇梅里安在內的妖精們也都被黑暗所控制，而出現了暴走現象。\0	304	u,妖精殖民地\0
307	2	95	0	198671.00000000	85881.00000000	-192.00000000	u,這裡本來是受寵於諸神的巨人時代英雄們的安息之處。但是現在卻受到藉由席琳而清醒的腐蝕的黑暗之影響，那些沉睡中的英雄之靈魂受到了污染，而出現了暴走現象。\0	304	u,奧爾比斯神殿\0
308	1	90	0	207665.00000000	112248.00000000	-2064.00000000	u,諸神在創世獸中篩選具有收藏價值的猛獸後安放的庭園。接受席琳的命令之後開始行動的腐蝕的黑暗，正在覬覦著創世庭園的古代創世獸-阿芙蘿絲的力量。\0	304	u,創世庭園\0
309	2	90	0	207106.00000000	87611.00000000	-1104.00000000	u,在過去曾經對抗神的叛亂軍領導者-斯佩席亞被放逐的地方。斯佩席亞的身體被穿釘在星光之柵後，落入了永恆的痛苦中不斷地掙扎。\0	304	u,黑暗的放逐地\0
310	2	90	0	0.00000000	0.00000000	0.00000000	u,在與神之戰役中戰敗的叛亂軍們被歐塔比斯遭到殘殺的地方。長期沉睡在此地的叛亂軍之靈魂，藉由從奧爾比斯神殿驅逐的普隆的登場甦醒了過來。\0	304	u,天運之地\0
311	2	8	0	-109377.00000000	237449.00000000	-2880.00000000	u,在巨人時代前期，由巨人王 哈勒那克所建立的埃薩吉拉王宮的一部分。當它墜落在地上的時候，造成了極大的破損。\0	30	u,埃薩吉拉遺蹟地\0
312	2	18	0	-111754.00000000	231765.00000000	-3168.00000000	u,患有嚴重疑妻症的古代巨人王 哈勒那克將自己的夫人-貝莉絲囚禁在內的迷宮。如今卻由一個盜掘巨人的遺蹟的謎樣組織在佔據當中。\0	30	u,貝莉絲迷宮\0
313	2	85	0	-116185.00000000	236382.00000000	-3088.00000000	u,患有嚴重疑妻症的古代巨人王 哈勒那克在貝莉絲王妃逝世後，將自己囚禁起來的地下遺蹟，可視為哈勒那克的墓地。\0	30	u,哈勒那克地下遺蹟\0
